"symbol","cik","exchange","industry","sector"
"HYFT","0001715925","NASDAQ","Biotechnology","Healthcare"
"LPTX","0001509745","NASDAQ","Biotechnology","Healthcare"
"CYN","0001874097","NASDAQ","Software - Application","Technology"
"EOG","0000821189","NYSE","Oil & Gas Exploration & Production","Energy"
"TFC","0000092230","NYSE","Banks - Regional","Financial Services"
"AFL","0000004977","NYSE","Insurance - Life","Financial Services"
"SPG","0001063761","NYSE","REIT - Retail","Real Estate"
"EQNR","0001140625","NYSE","Oil & Gas Integrated","Energy"
"ALL","0000899051","NYSE","Insurance - Property & Casualty","Financial Services"
"MFC","0001086888","NYSE","Insurance - Life","Financial Services"
"APD","0000002969","NYSE","Chemicals - Specialty","Basic Materials"
"TRP","0001232384","NYSE","Oil & Gas Midstream","Energy"
"ILLRW","0001769624","NASDAQ","Internet Content & Information","Communication Services"
"JDZG","0001976908","NASDAQ","Information Technology Services","Technology"
"MPLX","0001552000","NYSE","Oil & Gas Midstream","Energy"
"HMC","0000715153","NYSE","Auto - Manufacturers","Consumer Cyclical"
"BYSI","0001677940","NASDAQ","Biotechnology","Healthcare"
"RKT","0001805284","NYSE","Financial - Mortgages","Financial Services"
"ONFO","0001825452","NASDAQ","Internet Content & Information","Communication Services"
"BSBR","0001471055","NYSE","Banks - Regional","Financial Services"
"CBRE","0001138118","NYSE","Real Estate - Services","Real Estate"
"MET","0001099219","NYSE","Insurance - Life","Financial Services"
"LNG","0000003570","NYSE","Oil & Gas Midstream","Energy"
"TTNP","0000910267","NASDAQ","Biotechnology","Healthcare"
"ERJ","0001355444","NYSE","Aerospace & Defense","Industrials"
"WCN","0001318220","NYSE","Waste Management","Industrials"
"AME","0001037868","NYSE","Industrial - Machinery","Industrials"
"FERG","0002011641","NYSE","Industrial - Distribution","Industrials"
"DXST","0001958133","NASDAQ","Waste Management","Industrials"
"WF","0001264136","NYSE","Banks - Regional","Financial Services"
"VEEV","0001393052","NYSE","Medical - Healthcare Information Services","Healthcare"
"AU","0001973832","NYSE","Gold","Basic Materials"
"KR","0000056873","NYSE","Grocery Stores","Consumer Defensive"
"TGT","0000027419","NYSE","Discount Stores","Consumer Defensive"
"A","0001090872","NYSE","Medical - Diagnostics & Research","Healthcare"
"DHI","0000882184","NYSE","Residential Construction","Consumer Cyclical"
"AIG","0000005272","NYSE","Insurance - Diversified","Financial Services"
"PEG","0000788784","NYSE","Regulated Electric","Utilities"
"FNV","0001456346","NYSE","Gold","Basic Materials"
"CDIO","0001870144","NASDAQ","Biotechnology","Healthcare"
"ALC","0001167379","NYSE","Medical - Instruments & Supplies","Healthcare"
"YUM","0001041061","NYSE","Restaurants","Consumer Cyclical"
"ELC","0001348952","NYSE","Regulated Electric","Utilities"
"CCJ","0001009001","NYSE","Uranium","Energy"
"XPEV","0001810997","NYSE","Auto - Manufacturers","Consumer Cyclical"
"ABEV","0001565025","NYSE","Beverages - Alcoholic","Consumer Defensive"
"XYZ","0001512673","NYSE","Software - Infrastructure","Technology"
"NATL","0001974138","NASDAQ","Software - Application","Technology"
"VMC","0001396009","NYSE","Construction Materials","Basic Materials"
"AEHL","0001470683","NASDAQ","Construction","Industrials"
"KALA","0001479419","NASDAQ","Biotechnology","Healthcare"
"ENSC","0001716947","NASDAQ","Biotechnology","Healthcare"
"EBON","0001799290","NASDAQ","Computer Hardware","Technology"
"SNGX","0000812796","NASDAQ","Biotechnology","Healthcare"
"DFSC","0001857855","NASDAQ","Aerospace & Defense","Industrials"
"GRI","0001824293","NASDAQ","Biotechnology","Healthcare"
"CHNR","0000793628","NASDAQ","Waste Management","Industrials"
"INBS","0001725430","NASDAQ","Medical - Diagnostics & Research","Healthcare"
"BFRGW","0001829247","NASDAQ","Medical - Healthcare Information Services","Healthcare"
"HCWB","0001828673","NASDAQ","Biotechnology","Healthcare"
"ARTV","0001817241","NASDAQ","Biotechnology","Healthcare"
"DRCT","0001880613","NASDAQ","Advertising Agencies","Communication Services"
"KNDI","0001316517","NASDAQ","Auto - Parts","Consumer Cyclical"
"EURK","0002000410","NASDAQ",NULL,"Financial Services"
"ZENA","0001997403","NASDAQ","Software - Infrastructure","Technology"
"NUE","0000073309","NYSE","Steel","Basic Materials"
"OM","0001484612","NASDAQ","Medical - Devices","Healthcare"
"GFI","0001172724","NYSE","Gold","Basic Materials"
"MLM","0000916076","NYSE","Construction Materials","Basic Materials"
"FLUT","0001635327","NYSE","Gambling, Resorts & Casinos","Consumer Cyclical"
"WAB","0000943452","NYSE","Railroads","Industrials"
"RMD","0000943819","NYSE","Medical - Instruments & Supplies","Healthcare"
"GRMN","0001121788","NYSE","Hardware, Equipment & Parts","Technology"
"CLS","0001030894","NYSE","Hardware, Equipment & Parts","Technology"
"ED","0001047862","NYSE","Regulated Electric","Utilities"
"WEC","0000783325","NYSE","Regulated Electric","Utilities"
"CCL","0000815097","NYSE","Leisure","Consumer Cyclical"
"BBDO","0001160330","NYSE","Banks - Regional","Financial Services"
"PCG","0001004980","NYSE","Regulated Electric","Utilities"
"VTR","0000740260","NYSE","REIT - Healthcare Facilities","Real Estate"
"ACXP","0001736243","NASDAQ","Biotechnology","Healthcare"
"EFX","0000033185","NYSE","Consulting Services","Industrials"
"OTIS","0001781335","NYSE","Industrial - Machinery","Industrials"
"PHG","0000313216","NYSE","Medical - Devices","Healthcare"
"AVB","0000915912","NYSE","REIT - Residential","Real Estate"
"XYL","0001524472","NYSE","Industrial - Machinery","Industrials"
"THCH","0001877333","NASDAQ","Restaurants","Consumer Cyclical"
"AWK","0001410636","NYSE","Regulated Water","Utilities"
"STE","0001757898","NYSE","Medical - Devices","Healthcare"
"VLTO","0001967680","NYSE","Industrial - Pollution & Treatment Controls","Industrials"
"EBR-B","0001439124","NYSE","Regulated Electric","Utilities"
"IRM","0001020569","NYSE","REIT - Specialty","Real Estate"
"LDOS","0001336920","NYSE","Information Technology Services","Technology"
"ES","0000072741","NYSE","Regulated Electric","Utilities"
"TEF","0000814052","NYSE","Telecommunications Services","Communication Services"
"DRD","0001023512","NYSE","Gold","Basic Materials"
"BE","0001664703","NYSE","Electrical Equipment & Parts","Industrials"
"AER","0001378789","NYSE","Rental & Leasing Services","Industrials"
"ZTEK","0001904501","NASDAQ","Medical - Instruments & Supplies","Healthcare"
"HIT","0002019505","NASDAQ","Software - Application","Technology"
"WSO","0000105016","NYSE","Industrial - Distribution","Industrials"
"CLNN","0001822791","NASDAQ","Biotechnology","Healthcare"
"RBC","0001324948","NYSE","Manufacturing - Tools & Accessories","Industrials"
"NSPR","0001433607","NASDAQ","Medical - Devices","Healthcare"
"AOUT","0001808997","NASDAQ","Leisure","Consumer Cyclical"
"DT","0001773383","NYSE","Software - Application","Technology"
"SGA","0000886136","NASDAQ","Broadcasting","Communication Services"
"SILC","0000916793","NASDAQ","Communication Equipment","Technology"
"PRPL","0001643953","NASDAQ","Furnishings, Fixtures & Appliances","Consumer Cyclical"
"LFVN","0000849146","NASDAQ","Packaged Foods","Consumer Defensive"
"YHNA","0002020987","NASDAQ","Financial - Conglomerates","Financial Services"
"COLA","0002028201","NASDAQ","Shell Companies","Financial Services"
"MGRT","0002033377","NASDAQ","Electronic Gaming & Multimedia","Technology"
"TDY","0001094285","NYSE","Hardware, Equipment & Parts","Technology"
"VANI","0001266806","NASDAQ","Medical - Devices","Healthcare"
"INTS","0001567264","NASDAQ","Biotechnology","Healthcare"
"BOTJ","0001275101","NASDAQ","Banks - Regional","Financial Services"
"KIM","0000879101","NYSE","REIT - Retail","Real Estate"
"HYPR","0001833769","NASDAQ","Medical - Devices","Healthcare"
"SNAP","0001564408","NYSE","Internet Content & Information","Communication Services"
"TIL","0001789769","NASDAQ","Biotechnology","Healthcare"
"EGHT","0001023731","NASDAQ","Software - Application","Technology"
"CHSN","0001825349","NASDAQ","Restaurants","Consumer Cyclical"
"GREE","0001844971","NASDAQ","Financial - Capital Markets","Financial Services"
"FCUV","0001590418","NASDAQ","Hardware, Equipment & Parts","Technology"
"BDCIW","0002042292","NASDAQ","Asset Management","Financial Services"
"VWAVW","0001845942","NASDAQ","Asset Management","Financial Services"
"ANGH","0001871983","NASDAQ","Entertainment","Communication Services"
"JVA","0001007019","NASDAQ","Packaged Foods","Consumer Defensive"
"KWM","0002000756","NASDAQ","Shell Companies","Financial Services"
"CISO","0001777319","NASDAQ","Software - Infrastructure","Technology"
"MCHP","0000827054","NASDAQ","Semiconductors","Technology"
"SIDU","0001879726","NASDAQ","Aerospace & Defense","Industrials"
"MDB","0001441816","NASDAQ","Software - Infrastructure","Technology"
"COSM","0001474167","NASDAQ","Drug Manufacturers - Specialty & Generic","Healthcare"
"YMM","0001838413","NYSE","Software - Application","Technology"
"BDRX","0001643918","NASDAQ","Biotechnology","Healthcare"
"EXE","0000895126","NASDAQ","Oil & Gas Exploration & Production","Energy"
"NSYS","0000722313","NASDAQ","Hardware, Equipment & Parts","Technology"
"FITB","0000035527","NASDAQ","Banks - Regional","Financial Services"
"APLM","0001944885","NASDAQ","Biotechnology","Healthcare"
"NCRA","0001756180","NASDAQ","Packaged Foods","Consumer Defensive"
"EXPE","0001324424","NASDAQ","Travel Services","Consumer Cyclical"
"CHTR","0001091667","NASDAQ","Telecommunications Services","Communication Services"
"BLD","0001633931","NYSE","Engineering & Construction","Industrials"
"EVR","0001360901","NYSE","Financial - Capital Markets","Financial Services"
"SFB","0000720672","NYSE","Investment - Banking & Investment Services","Financial Services"
"LIXT","0001335105","NASDAQ","Biotechnology","Healthcare"
"ALLY","0000040729","NYSE","Financial - Credit Services","Financial Services"
"CLH","0000822818","NYSE","Waste Management","Industrials"
"EMBJ","0001411451","NYSE","Asset Management","Financial Services"
"AMH","0001562401","NYSE","REIT - Residential","Real Estate"
"FOFO","0002060083","NASDAQ","Asset Management","Financial Services"
"AFGB","0001042046","NYSE","Insurance - Property & Casualty","Financial Services"
"RDY","0001135951","NYSE","Drug Manufacturers - Specialty & Generic","Healthcare"
"JEF","0000096223","NYSE","Financial - Capital Markets","Financial Services"
"MP","0001801368","NYSE","Industrial Materials","Basic Materials"
"TLNCW","0002073340","NASDAQ","Asset Management","Financial Services"
"DTM","0001842022","NYSE","Oil & Gas Midstream","Energy"
"UDR","0000074208","NYSE","REIT - Residential","Real Estate"
"NVFY","0001473334","NASDAQ","Furnishings, Fixtures & Appliances","Consumer Cyclical"
"XWEL","0001410428","NASDAQ","Personal Products & Services","Consumer Cyclical"
"SUGP","0001969863","NASDAQ","Security & Protection Services","Industrials"
"CCG","0001965473","NASDAQ","Internet Content & Information","Communication Services"
"TZOO","0001133311","NASDAQ","Advertising Agencies","Communication Services"
"SSEA","0002059165","NASDAQ","Asset Management","Financial Services"
"MMTXU","0002077033","NASDAQ","Shell Companies","Financial Services"
"FBIO","0001429260","NASDAQ","Biotechnology","Healthcare"
"ASRT","0001808665","NASDAQ","Drug Manufacturers - Specialty & Generic","Healthcare"
"EURKU","0002000410","NASDAQ","Shell Companies","Financial Services"
"INTG","0000069422","NASDAQ","Travel Lodging","Consumer Cyclical"
"MLGO","0001800392","NASDAQ","Software - Infrastructure","Technology"
"FDSB","0002012726","NASDAQ","Banks - Regional","Financial Services"
"NTIC","0000875582","NASDAQ","Chemicals - Specialty","Basic Materials"
"ZENV","0001836934","NASDAQ","Software - Infrastructure","Technology"
"MNOV","0001226616","NASDAQ","Biotechnology","Healthcare"
"CMBM","0001738177","NASDAQ","Communication Equipment","Technology"
"ILLR","0001769624","NASDAQ","Internet Content & Information","Communication Services"
"NCNA","0001709626","NASDAQ","Biotechnology","Healthcare"
"GTBP","0000109657","NASDAQ","Biotechnology","Healthcare"
"NKGN","0001845459","NASDAQ","Biotechnology","Healthcare"
"MSPR","0001802450","NASDAQ","Medical - Healthcare Information Services","Healthcare"
"ATXI","0001644963","NASDAQ","Biotechnology","Healthcare"
"EURKR","0002000410","NASDAQ","Financial - Conglomerates","Financial Services"
"BGMS","0001130166","NASDAQ","Medical - Pharmaceuticals","Healthcare"
"CARM","0001485003","NASDAQ","Biotechnology","Healthcare"
"CWD","0001627282","NASDAQ","Asset Management","Financial Services"
"NITO","0001789192","NASDAQ","Agricultural Inputs","Basic Materials"
"OLB","0001314196","NASDAQ","Software - Application","Technology"
"DGLY","0001342958","NASDAQ","Security & Protection Services","Industrials"
"ORGN","0001802457","NASDAQ","Chemicals","Basic Materials"
"CCTG","0001931717","NASDAQ","Electrical Equipment & Parts","Industrials"
"BJDX","0001704287","NASDAQ","Medical - Devices","Healthcare"
"ELAB","0001840563","NASDAQ","Biotechnology","Healthcare"
"CETX","0001435064","NASDAQ","Software - Infrastructure","Technology"
"FFAIW","0001805521","NASDAQ","Auto - Manufacturers","Consumer Cyclical"
"ALT","0001326190","NASDAQ","Biotechnology","Healthcare"
"AFGD","0001042046","NYSE","Insurance - Property & Casualty","Financial Services"
"PPBT","0001614744","NASDAQ","Biotechnology","Healthcare"
"PCAPW","0002056634","NASDAQ","Shell Companies","Financial Services"
"TGL","0001905956","NASDAQ","Software - Application","Technology"
"AREB","0001648087","NASDAQ","Apparel - Footwear & Accessories","Consumer Cyclical"
"PTPI","0001815903","NASDAQ","Drug Manufacturers - Specialty & Generic","Healthcare"
"CTNT","0001951667","NASDAQ","Auto - Dealerships","Consumer Cyclical"
"SLRX","0001615219","NASDAQ","Biotechnology","Healthcare"
"SISI","0001300734","NASDAQ","Drug Manufacturers - Specialty & Generic","Healthcare"
"IVP","0001939365","NASDAQ","Personal Products & Services","Consumer Cyclical"
"BCTXW","0001610820","NASDAQ","Biotechnology","Healthcare"
"FPAY","0001397047","NASDAQ","Rental & Leasing Services","Industrials"
"YYAI","0001674440","NASDAQ","Leisure","Consumer Cyclical"
"BACK","0001729944","NASDAQ","Medical - Care Facilities","Healthcare"
"SANW","0001477246","NASDAQ","Agricultural Farm Products","Consumer Defensive"
"CRKN","0001761696","NASDAQ","Chemicals - Specialty","Basic Materials"
"SPWH","0001132105","NASDAQ","Specialty Retail","Consumer Cyclical"
"MNSO","0001815846","NYSE","Specialty Retail","Consumer Cyclical"
"KBSX","0002014254","NASDAQ","Steel","Basic Materials"
"BROS","0001866581","NYSE","Restaurants","Consumer Cyclical"
"MOG-A","0000067887","NYSE","Aerospace & Defense","Industrials"
"ATOM","0001420520","NASDAQ","Semiconductors","Technology"
"PB","0001068851","NYSE","Banks - Regional","Financial Services"
"THG","0000944695","NYSE","Insurance - Property & Casualty","Financial Services"
"ESAB","0001877322","NYSE","Manufacturing - Metal Fabrication","Industrials"
"TXNM","0001108426","NYSE","Regulated Electric","Utilities"
"DOV","0000029905","NYSE","Industrial - Machinery","Industrials"
"CHE","0000019584","NYSE","Medical - Care Facilities","Healthcare"
"HR","0001360604","NYSE","REIT - Healthcare Facilities","Real Estate"
"SJ","0001753673","NASDAQ","Broadcasting","Communication Services"
"ABP","0001893219","NASDAQ","Biotechnology","Healthcare"
"NEXM","0000795800","NASDAQ","Other Precious Metals","Basic Materials"
"TER","0000097210","NASDAQ","Semiconductors","Technology"
"ODFL","0000878927","NASDAQ","Trucking","Industrials"
"EXEEL","0000895126","NASDAQ","Oil & Gas Energy","Energy"
"FOX","0001754301","NASDAQ","Entertainment","Communication Services"
"BIIB","0000875045","NASDAQ","Drug Manufacturers - General","Healthcare"
"EXEEW","0000895126","NASDAQ","Oil & Gas Energy","Energy"
"CRDO","0001807794","NASDAQ","Communication Equipment","Technology"
"NUWE","0001506492","NASDAQ","Medical - Devices","Healthcare"
"CINF","0000020286","NASDAQ","Insurance - Property & Casualty","Financial Services"
"IVDA","0001397183","NASDAQ","Security & Protection Services","Industrials"
"SGD","0001959023","NASDAQ","Real Estate - Development","Real Estate"
"BNTX","0001776985","NASDAQ","Biotechnology","Healthcare"
"BCTXZ","0001610820","NASDAQ","Biotechnology","Healthcare"
"NE","0001895262","NYSE","Oil & Gas Drilling","Energy"
"TAOP","0001552670","NASDAQ","Software - Infrastructure","Technology"
"FAMI","0001701261","NASDAQ","Packaged Foods","Consumer Defensive"
"CYBR","0001598110","NASDAQ","Software - Infrastructure","Technology"
"UK","0001821424","NASDAQ","Real Estate - Services","Real Estate"
"WINT","0000946486","NASDAQ","Biotechnology","Healthcare"
"NVVE","0001836875","NASDAQ","Specialty Retail","Consumer Cyclical"
"DTSQR","0002017950","NASDAQ","Financial - Conglomerates","Financial Services"
